Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon
удгоймаг,CyrillTrans,NA,NA,Ossetic,"person, human being",Person/Thing,NA
гоймаг,CyrillTrans,NA,NA,Ossetic,"person, human being",Person/Thing,NA
persona,StandardOrth,NA,NA,Italian,"person, human being",Person/Thing,NA
essere umano,StandardOrth,NA,NA,Italian,"person, human being",Person/Thing,NA
personne,StandardOrth,NA,NA,French,"person, human being",Person/Thing,NA
être humain,StandardOrth,NA,NA,French,"person, human being",Person/Thing,NA
persona,StandardOrth,NA,NA,Catalan,"person, human being",Person/Thing,NA
ésser humà,StandardOrth,NA,NA,Catalan,"person, human being",Person/Thing,NA
pessoa,StandardOrth,NA,NA,Portuguese,"person, human being",Person/Thing,NA
ser humano,StandardOrth,NA,NA,Portuguese,"person, human being",Person/Thing,NA
om,StandardOrth,NA,NA,Romanian,"person, human being",Person/Thing,NA
menneske,StandardOrth,NA,NA,Danish,"person, human being",Person/Thing,NA
menniska,StandardOrth,NA,NA,Swedish,"person, human being",Person/Thing,NA
människa,StandardOrth,NA,NA,Swedish,"person, human being",Person/Thing,NA
person,StandardOrth,NA,NA,English,"person, human being",Person/Thing,NA
human being,StandardOrth,NA,NA,English,"person, human being",Person/Thing,NA
mens,StandardOrth,NA,NA,Dutch,"person, human being",Person/Thing,NA
persoon,StandardOrth,NA,NA,Dutch,"person, human being",Person/Thing,NA
Mensch,StandardOrth,NA,Original (M. R. Key),German,"person, human being",Person/Thing,FALSE
człowiek,StandardOrth,NA,NA,Polish,"person, human being",Person/Thing,NA
osoba,StandardOrth,NA,NA,Polish,"person, human being",Person/Thing,NA
istota ludzka,StandardOrth,NA,NA,Polish,"person, human being",Person/Thing,NA
æвзалы,CyrillTrans,NA,NA,Ossetic,charcoal,Person/Thing,NA
carbone (di legna),StandardOrth,NA,NA,Italian,charcoal,Person/Thing,NA
charbon de bois,StandardOrth,NA,NA,French,charcoal,Person/Thing,NA
carbó,StandardOrth,NA,NA,Catalan,charcoal,Person/Thing,NA
carvão,StandardOrth,NA,NA,Portuguese,charcoal,Person/Thing,NA
trækul,StandardOrth,NA,NA,Danish,charcoal,Person/Thing,NA
kol,StandardOrth,NA,NA,Swedish,charcoal,Person/Thing,NA
charcoal,StandardOrth,NA,NA,English,charcoal,Person/Thing,NA
houtskool,StandardOrth,NA,NA,Dutch,charcoal,Person/Thing,NA
Holzkohle,StandardOrth,NA,Original (M. R. Key),German,charcoal,Person/Thing,FALSE
węgiel drzewny,StandardOrth,NA,NA,Polish,charcoal,Person/Thing,NA
суг,CyrillTrans,NA,NA,Ossetic,firewood,Person/Thing,NA
сугтæ,CyrillTrans,NA,NA,Ossetic,firewood,Person/Thing,NA
legna,StandardOrth,NA,NA,Italian,firewood,Person/Thing,NA
bois de chauffage,StandardOrth,NA,NA,French,firewood,Person/Thing,NA
bûches,StandardOrth,NA,NA,French,firewood,Person/Thing,NA
llenya,StandardOrth,NA,NA,Catalan,firewood,Person/Thing,NA
lenha,StandardOrth,NA,NA,Portuguese,firewood,Person/Thing,NA
brænde,StandardOrth,NA,NA,Danish,firewood,Person/Thing,NA
ved,StandardOrth,NA,NA,Swedish,firewood,Person/Thing,NA
firewood,StandardOrth,NA,NA,English,firewood,Person/Thing,NA
brandhout,StandardOrth,NA,NA,Dutch,firewood,Person/Thing,NA
Brennholz,StandardOrth,NA,Original (M. R. Key),German,firewood,Person/Thing,FALSE
drewno na opał,StandardOrth,NA,NA,Polish,firewood,Person/Thing,NA
спичкæ,CyrillTrans,NA,NA,Ossetic,match (noun),Person/Thing,NA
зынгхос,CyrillTrans,NA,NA,Ossetic,match (noun),Person/Thing,NA
fiammifero,StandardOrth,NA,NA,Italian,match (noun),Person/Thing,NA
allumette,StandardOrth,NA,NA,French,match (noun),Person/Thing,NA
llumí,StandardOrth,NA,NA,Catalan,match (noun),Person/Thing,NA
fósforo,StandardOrth,NA,NA,Portuguese,match (noun),Person/Thing,NA
chibrit,StandardOrth,NA,NA,Romanian,match (noun),Person/Thing,NA
tændstik,StandardOrth,NA,NA,Danish,match (noun),Person/Thing,NA
tänd-sticka,StandardOrth,NA,NA,Swedish,match (noun),Person/Thing,NA
match,StandardOrth,NA,NA,English,match (noun),Person/Thing,NA
lucifer,StandardOrth,NA,NA,Dutch,match (noun),Person/Thing,NA
Streichholz,StandardOrth,NA,Original (M. R. Key),German,match (noun),Person/Thing,FALSE
Zündholz,StandardOrth,NA,Original (M. R. Key),German,match (noun),Person/Thing,FALSE
zapałka,StandardOrth,NA,NA,Polish,match (noun),Person/Thing,NA
хуыссын кæнын (арт,CyrillTrans,NA,NA,Ossetic,extinguish,Action/Process,NA
рухс),CyrillTrans,NA,NA,Ossetic,extinguish,Action/Process,NA
spegnere,StandardOrth,NA,NA,Italian,extinguish,Action/Process,NA
éteindre,StandardOrth,NA,NA,French,extinguish,Action/Process,NA
apagar,StandardOrth,NA,NA,Catalan,extinguish,Action/Process,NA
extinguir,StandardOrth,NA,NA,Portuguese,extinguish,Action/Process,NA
udryde,StandardOrth,NA,NA,Danish,extinguish,Action/Process,NA
släcka,StandardOrth,NA,NA,Swedish,extinguish,Action/Process,NA
extinguish,StandardOrth,NA,NA,English,extinguish,Action/Process,NA
blussen,StandardOrth,NA,NA,Dutch,extinguish,Action/Process,NA
auslöschen,StandardOrth,NA,Original (M. R. Key),German,extinguish,Action/Process,FALSE
gasić,StandardOrth,NA,NA,Polish,extinguish,Action/Process,NA
zgasić,StandardOrth,NA,NA,Polish,extinguish,Action/Process,NA
zagasić,StandardOrth,NA,NA,Polish,extinguish,Action/Process,NA
судзын,CyrillTrans,NA,NA,Ossetic,"light, kindle, ignite",Action/Process,NA
арт æфтауын,CyrillTrans,NA,NA,Ossetic,"light, kindle, ignite",Action/Process,NA
цырын кæнын,CyrillTrans,NA,NA,Ossetic,"light, kindle, ignite",Action/Process,NA
accendere,StandardOrth,NA,NA,Italian,"light, kindle, ignite",Action/Process,NA
allumer,StandardOrth,NA,NA,French,"light, kindle, ignite",Action/Process,NA
enflammer,StandardOrth,NA,NA,French,"light, kindle, ignite",Action/Process,NA
encendre,StandardOrth,NA,NA,Catalan,"light, kindle, ignite",Action/Process,NA
acender,StandardOrth,NA,NA,Portuguese,"light, kindle, ignite",Action/Process,NA
atear,StandardOrth,NA,NA,Portuguese,"light, kindle, ignite",Action/Process,NA
aprinde,StandardOrth,NA,NA,Romanian,"light, kindle, ignite",Action/Process,NA
încinge,StandardOrth,NA,NA,Romanian,"light, kindle, ignite",Action/Process,NA
antænde,StandardOrth,NA,NA,Danish,"light, kindle, ignite",Action/Process,NA
tända,StandardOrth,NA,NA,Swedish,"light, kindle, ignite",Action/Process,NA
light,StandardOrth,NA,NA,English,"light, kindle, ignite",Action/Process,NA
kindle,StandardOrth,NA,NA,English,"light, kindle, ignite",Action/Process,NA
ignite,StandardOrth,NA,NA,English,"light, kindle, ignite",Action/Process,NA
aansteken,StandardOrth,NA,NA,Dutch,"light, kindle, ignite",Action/Process,NA
ontsteken,StandardOrth,NA,NA,Dutch,"light, kindle, ignite",Action/Process,NA
anzünden,StandardOrth,NA,Original (M. R. Key),German,"light, kindle, ignite",Action/Process,FALSE
(anstecken),StandardOrth,NA,Original (M. R. Key),German,"light, kindle, ignite",Action/Process,FALSE
zapalić,StandardOrth,NA,NA,Polish,"light, kindle, ignite",Action/Process,NA
podpalić,StandardOrth,NA,NA,Polish,"light, kindle, ignite",Action/Process,NA
podłożyć ogień,StandardOrth,NA,NA,Polish,"light, kindle, ignite",Action/Process,NA
судзын,CyrillTrans,NA,NA,Ossetic,burn (vb intrans),Action/Process,NA
æхсидын,CyrillTrans,NA,NA,Ossetic,burn (vb intrans),Action/Process,NA
bruciare,StandardOrth,NA,NA,Italian,burn (vb intrans),Action/Process,NA
ardere,StandardOrth,NA,NA,Italian,burn (vb intrans),Action/Process,NA
brûler,StandardOrth,NA,NA,French,burn (vb intrans),Action/Process,NA
cremar-se,StandardOrth,NA,NA,Catalan,burn (vb intrans),Action/Process,NA
queimar,StandardOrth,NA,NA,Portuguese,burn (vb intrans),Action/Process,NA
arder,StandardOrth,NA,NA,Portuguese,burn (vb intrans),Action/Process,NA
brænde,StandardOrth,NA,NA,Danish,burn (vb intrans),Action/Process,NA
brinna,StandardOrth,NA,NA,Swedish,burn (vb intrans),Action/Process,NA
burn,StandardOrth,NA,NA,English,burn (vb intrans),Action/Process,NA
branden,StandardOrth,NA,NA,Dutch,burn (vb intrans),Action/Process,NA
brennen,StandardOrth,NA,Original (M. R. Key),German,burn (vb intrans),Action/Process,FALSE
palić,StandardOrth,NA,NA,Polish,burn (vb intrans),Action/Process,NA
spalać,StandardOrth,NA,NA,Polish,burn (vb intrans),Action/Process,NA
судзын,CyrillTrans,NA,NA,Ossetic,burn (vb trans),Action/Process,NA
bruciare,StandardOrth,NA,NA,Italian,burn (vb trans),Action/Process,NA
ardere,StandardOrth,NA,NA,Italian,burn (vb trans),Action/Process,NA
brûler,StandardOrth,NA,NA,French,burn (vb trans),Action/Process,NA
se brûler,StandardOrth,NA,NA,French,burn (vb trans),Action/Process,NA
cremar,StandardOrth,NA,NA,Catalan,burn (vb trans),Action/Process,NA
queimar,StandardOrth,NA,NA,Portuguese,burn (vb trans),Action/Process,NA
incendiar,StandardOrth,NA,NA,Portuguese,burn (vb trans),Action/Process,NA
brænde,StandardOrth,NA,NA,Danish,burn (vb trans),Action/Process,NA
bränna,StandardOrth,NA,NA,Swedish,burn (vb trans),Action/Process,NA
burn,StandardOrth,NA,NA,English,burn (vb trans),Action/Process,NA
branden,StandardOrth,NA,NA,Dutch,burn (vb trans),Action/Process,NA
brennen,StandardOrth,NA,Original (M. R. Key),German,burn (vb trans),Action/Process,FALSE
palić,StandardOrth,NA,NA,Polish,burn (vb trans),Action/Process,NA
сырхзынг,CyrillTrans,NA,NA,Ossetic,embers,Person/Thing,NA
brace,StandardOrth,NA,NA,Italian,embers,Person/Thing,NA
braise,StandardOrth,NA,NA,French,embers,Person/Thing,NA
brases,StandardOrth,NA,NA,Catalan,embers,Person/Thing,NA
brasas,StandardOrth,NA,NA,Portuguese,embers,Person/Thing,NA
glød,StandardOrth,NA,NA,Danish,embers,Person/Thing,NA
glöd,StandardOrth,NA,NA,Swedish,embers,Person/Thing,NA
glödande kol,StandardOrth,NA,NA,Swedish,embers,Person/Thing,NA
embers,StandardOrth,NA,NA,English,embers,Person/Thing,NA
sintels,StandardOrth,NA,NA,Dutch,embers,Person/Thing,NA
Glut,StandardOrth,NA,Original (M. R. Key),German,embers,Person/Thing,FALSE
węgle,StandardOrth,NA,NA,Polish,embers,Person/Thing,NA
żar,StandardOrth,NA,NA,Polish,embers,Person/Thing,NA
æртхутæг,CyrillTrans,NA,NA,Ossetic,ashes,Person/Thing,NA
cenere,StandardOrth,NA,NA,Italian,ashes,Person/Thing,NA
cendres,StandardOrth,NA,NA,French,ashes,Person/Thing,NA
cendra,StandardOrth,NA,NA,Catalan,ashes,Person/Thing,NA
cinzas,StandardOrth,NA,NA,Portuguese,ashes,Person/Thing,NA
cenuşe,StandardOrth,NA,NA,Romanian,ashes,Person/Thing,NA
aske,StandardOrth,NA,NA,Danish,ashes,Person/Thing,NA
aska,StandardOrth,NA,NA,Swedish,ashes,Person/Thing,NA
ashes,StandardOrth,NA,NA,English,ashes,Person/Thing,NA
as,StandardOrth,NA,NA,Dutch,ashes,Person/Thing,NA
Asche,StandardOrth,NA,Original (M. R. Key),German,ashes,Person/Thing,FALSE
popiół,StandardOrth,NA,NA,Polish,ashes,Person/Thing,NA
фæздæг,CyrillTrans,NA,NA,Ossetic,smoke (noun),Person/Thing,NA
fumo,StandardOrth,NA,NA,Italian,smoke (noun),Person/Thing,NA
fumée,StandardOrth,NA,NA,French,smoke (noun),Person/Thing,NA
fum,StandardOrth,NA,NA,Catalan,smoke (noun),Person/Thing,NA
fumaça,StandardOrth,NA,NA,Portuguese,smoke (noun),Person/Thing,NA
fum,StandardOrth,NA,NA,Romanian,smoke (noun),Person/Thing,NA
røg,StandardOrth,NA,NA,Danish,smoke (noun),Person/Thing,NA
rök,StandardOrth,NA,NA,Swedish,smoke (noun),Person/Thing,NA
smoke,StandardOrth,NA,NA,English,smoke (noun),Person/Thing,NA
rook,StandardOrth,NA,NA,Dutch,smoke (noun),Person/Thing,NA
Rauch,StandardOrth,NA,Original (M. R. Key),German,smoke (noun),Person/Thing,FALSE
dym,StandardOrth,NA,NA,Polish,smoke (noun),Person/Thing,NA
арт,CyrillTrans,NA,NA,Ossetic,flame (noun),Person/Thing,NA
пиллон,CyrillTrans,NA,NA,Ossetic,flame (noun),Person/Thing,NA
fiamma,StandardOrth,NA,NA,Italian,flame (noun),Person/Thing,NA
flamme,StandardOrth,NA,NA,French,flame (noun),Person/Thing,NA
flama,StandardOrth,NA,NA,Catalan,flame (noun),Person/Thing,NA
chama,StandardOrth,NA,NA,Portuguese,flame (noun),Person/Thing,NA
flacără,StandardOrth,NA,NA,Romanian,flame (noun),Person/Thing,NA
flamme,StandardOrth,NA,NA,Danish,flame (noun),Person/Thing,NA
låga,StandardOrth,NA,NA,Swedish,flame (noun),Person/Thing,NA
flamma,StandardOrth,NA,NA,Swedish,flame (noun),Person/Thing,NA
flame,StandardOrth,NA,NA,English,flame (noun),Person/Thing,NA
vlam,StandardOrth,NA,NA,Dutch,flame (noun),Person/Thing,NA
Flamme,StandardOrth,NA,Original (M. R. Key),German,flame (noun),Person/Thing,FALSE
Lohe,StandardOrth,NA,Original (M. R. Key),German,flame (noun),Person/Thing,FALSE
płomień,StandardOrth,NA,NA,Polish,flame (noun),Person/Thing,NA
зынг,CyrillTrans,NA,NA,Ossetic,fire,Person/Thing,NA
арт,CyrillTrans,NA,NA,Ossetic,fire,Person/Thing,NA
цæхæр,CyrillTrans,NA,NA,Ossetic,fire,Person/Thing,NA
рухс (огни погасли в домах),CyrillTrans,NA,NA,Ossetic,fire,Person/Thing,NA
fuoco,StandardOrth,NA,NA,Italian,fire,Person/Thing,NA
feu,StandardOrth,NA,NA,French,fire,Person/Thing,NA
foc,StandardOrth,NA,NA,Catalan,fire,Person/Thing,NA
fogo,StandardOrth,NA,NA,Portuguese,fire,Person/Thing,NA
foc,StandardOrth,NA,NA,Romanian,fire,Person/Thing,NA
ild,StandardOrth,NA,NA,Danish,fire,Person/Thing,NA
eld,StandardOrth,NA,NA,Swedish,fire,Person/Thing,NA
fire,StandardOrth,NA,NA,English,fire,Person/Thing,NA
vuur,StandardOrth,NA,NA,Dutch,fire,Person/Thing,NA
Feuer,StandardOrth,NA,Original (M. R. Key),German,fire,Person/Thing,FALSE
ogień,StandardOrth,NA,NA,Polish,fire,Person/Thing,NA
боныхъæд,CyrillTrans,NA,NA,Ossetic,weather,Person/Thing,NA
рæстæг,CyrillTrans,NA,NA,Ossetic,weather,Person/Thing,NA
арвыхъæд,CyrillTrans,NA,NA,Ossetic,weather,Person/Thing,NA
tempo,StandardOrth,NA,NA,Italian,weather,Person/Thing,NA
temps,StandardOrth,NA,NA,French,weather,Person/Thing,NA
temps,StandardOrth,NA,NA,Catalan,weather,Person/Thing,NA
tempo,StandardOrth,NA,NA,Portuguese,weather,Person/Thing,NA
timp,StandardOrth,NA,NA,Romanian,weather,Person/Thing,NA
vreme,StandardOrth,NA,NA,Romanian,weather,Person/Thing,NA
vejr,StandardOrth,NA,NA,Danish,weather,Person/Thing,NA
väder,StandardOrth,NA,NA,Swedish,weather,Person/Thing,NA
weather,StandardOrth,NA,NA,English,weather,Person/Thing,NA
weer,StandardOrth,NA,NA,Dutch,weather,Person/Thing,NA
weder,StandardOrth,NA,NA,Dutch,weather,Person/Thing,NA
Wetter,StandardOrth,NA,Original (M. R. Key),German,weather,Person/Thing,FALSE
czas,StandardOrth,NA,NA,Polish,weather,Person/Thing,NA
pogoda,StandardOrth,NA,NA,Polish,weather,Person/Thing,NA
их,CyrillTrans,NA,NA,Ossetic,ice,Person/Thing,NA
кæлæх,CyrillTrans,NA,NA,Ossetic,ice,Person/Thing,NA
дзода,CyrillTrans,NA,NA,Ossetic,ice,Person/Thing,NA
ghiaccio,StandardOrth,NA,NA,Italian,ice,Person/Thing,NA
glace,StandardOrth,NA,NA,French,ice,Person/Thing,NA
verglas,StandardOrth,NA,NA,French,ice,Person/Thing,NA
gel,StandardOrth,NA,NA,Catalan,ice,Person/Thing,NA
gelo,StandardOrth,NA,NA,Portuguese,ice,Person/Thing,NA
ghiaţă,StandardOrth,NA,NA,Romanian,ice,Person/Thing,NA
is,StandardOrth,NA,NA,Danish,ice,Person/Thing,NA
is,StandardOrth,NA,NA,Swedish,ice,Person/Thing,NA
ice,StandardOrth,NA,NA,English,ice,Person/Thing,NA
ijs,StandardOrth,NA,NA,Dutch,ice,Person/Thing,NA
Eis,StandardOrth,NA,Original (M. R. Key),German,ice,Person/Thing,FALSE
lód,StandardOrth,NA,NA,Polish,ice,Person/Thing,NA
мит,CyrillTrans,NA,NA,Ossetic,snow (noun),Person/Thing,NA
neve,StandardOrth,NA,NA,Italian,snow (noun),Person/Thing,NA
neige,StandardOrth,NA,NA,French,snow (noun),Person/Thing,NA
neu,StandardOrth,NA,NA,Catalan,snow (noun),Person/Thing,NA
neve,StandardOrth,NA,NA,Portuguese,snow (noun),Person/Thing,NA
zăpadă,StandardOrth,NA,NA,Romanian,snow (noun),Person/Thing,NA
sne,StandardOrth,NA,NA,Danish,snow (noun),Person/Thing,NA
snö,StandardOrth,NA,NA,Swedish,snow (noun),Person/Thing,NA
snow,StandardOrth,NA,NA,English,snow (noun),Person/Thing,NA
sneeuw,StandardOrth,NA,NA,Dutch,snow (noun),Person/Thing,NA
Schnee,StandardOrth,NA,Original (M. R. Key),German,snow (noun),Person/Thing,FALSE
śnieg,StandardOrth,NA,NA,Polish,snow (noun),Person/Thing,NA
къæвда,CyrillTrans,NA,NA,Ossetic,rain (noun),Person/Thing,NA
уарын,CyrillTrans,NA,NA,Ossetic,rain (noun),Person/Thing,NA
pioggia,StandardOrth,NA,NA,Italian,rain (noun),Person/Thing,NA
pluie,StandardOrth,NA,NA,French,rain (noun),Person/Thing,NA
pluja,StandardOrth,NA,NA,Catalan,rain (noun),Person/Thing,NA
chuva,StandardOrth,NA,NA,Portuguese,rain (noun),Person/Thing,NA
ploaie,StandardOrth,NA,NA,Romanian,rain (noun),Person/Thing,NA
regn,StandardOrth,NA,NA,Danish,rain (noun),Person/Thing,NA
regn,StandardOrth,NA,NA,Swedish,rain (noun),Person/Thing,NA
rain,StandardOrth,NA,NA,English,rain (noun),Person/Thing,NA
regen,StandardOrth,NA,NA,Dutch,rain (noun),Person/Thing,NA
Regen,StandardOrth,NA,Original (M. R. Key),German,rain (noun),Person/Thing,FALSE
deszcz,StandardOrth,NA,NA,Polish,rain (noun),Person/Thing,NA
ulewa,StandardOrth,NA,NA,Polish,rain (noun),Person/Thing,NA
мигъ,CyrillTrans,NA,NA,Ossetic,fog,Person/Thing,NA
цъæхмигъ,CyrillTrans,NA,NA,Ossetic,fog,Person/Thing,NA
nebbia,StandardOrth,NA,NA,Italian,fog,Person/Thing,NA
brume,StandardOrth,NA,NA,French,fog,Person/Thing,NA
brouillard,StandardOrth,NA,NA,French,fog,Person/Thing,NA
boira,StandardOrth,NA,NA,Catalan,fog,Person/Thing,NA
nevoeiro,StandardOrth,NA,NA,Portuguese,fog,Person/Thing,NA
névoa,StandardOrth,NA,NA,Portuguese,fog,Person/Thing,NA
ceaţă,StandardOrth,NA,NA,Romanian,fog,Person/Thing,NA
negură,StandardOrth,NA,NA,Romanian,fog,Person/Thing,NA
tåge,StandardOrth,NA,NA,Danish,fog,Person/Thing,NA
dimma,StandardOrth,NA,NA,Swedish,fog,Person/Thing,NA
töcken,StandardOrth,NA,NA,Swedish,fog,Person/Thing,NA
fog,StandardOrth,NA,NA,English,fog,Person/Thing,NA
nevel,StandardOrth,NA,NA,Dutch,fog,Person/Thing,NA
mist,StandardOrth,NA,NA,Dutch,fog,Person/Thing,NA
Nebel,StandardOrth,NA,Original (M. R. Key),German,fog,Person/Thing,FALSE
mgła,StandardOrth,NA,NA,Polish,fog,Person/Thing,NA
дымгæ,CyrillTrans,NA,NA,Ossetic,wind,Person/Thing,NA
уад,CyrillTrans,NA,NA,Ossetic,wind,Person/Thing,NA
vento,StandardOrth,NA,NA,Italian,wind,Person/Thing,NA
vent,StandardOrth,NA,NA,French,wind,Person/Thing,NA
vent,StandardOrth,NA,NA,Catalan,wind,Person/Thing,NA
vento,StandardOrth,NA,NA,Portuguese,wind,Person/Thing,NA
vînt,StandardOrth,NA,NA,Romanian,wind,Person/Thing,NA
vind,StandardOrth,NA,NA,Danish,wind,Person/Thing,NA
vind,StandardOrth,NA,NA,Swedish,wind,Person/Thing,NA
wind,StandardOrth,NA,NA,English,wind,Person/Thing,NA
wind,StandardOrth,NA,NA,Dutch,wind,Person/Thing,NA
Wind,StandardOrth,NA,Original (M. R. Key),German,wind,Person/Thing,FALSE
wiatr,StandardOrth,NA,NA,Polish,wind,Person/Thing,NA
мигъ,CyrillTrans,NA,NA,Ossetic,cloud,Person/Thing,NA
æврагъ,CyrillTrans,NA,NA,Ossetic,cloud,Person/Thing,NA
мигъ,CyrillTrans,NA,NA,Ossetic,cloud,Person/Thing,NA
саувадыг (грозовая),CyrillTrans,NA,NA,Ossetic,cloud,Person/Thing,NA
nuvola,StandardOrth,NA,NA,Italian,cloud,Person/Thing,NA
nuage,StandardOrth,NA,NA,French,cloud,Person/Thing,NA
núvol,StandardOrth,NA,NA,Catalan,cloud,Person/Thing,NA
nuvem,StandardOrth,NA,NA,Portuguese,cloud,Person/Thing,NA
nor,StandardOrth,NA,NA,Romanian,cloud,Person/Thing,NA
sky,StandardOrth,NA,NA,Danish,cloud,Person/Thing,NA
moln,StandardOrth,NA,NA,Swedish,cloud,Person/Thing,NA
sky,StandardOrth,NA,NA,Swedish,cloud,Person/Thing,NA
cloud,StandardOrth,NA,NA,English,cloud,Person/Thing,NA
wolk,StandardOrth,NA,NA,Dutch,cloud,Person/Thing,NA
Wolke,StandardOrth,NA,Original (M. R. Key),German,cloud,Person/Thing,FALSE
chmura,StandardOrth,NA,NA,Polish,cloud,Person/Thing,NA
obłok,StandardOrth,NA,NA,Polish,cloud,Person/Thing,NA
уæлдæф,CyrillTrans,NA,NA,Ossetic,air,Person/Thing,NA
уддзæф,CyrillTrans,NA,NA,Ossetic,air,Person/Thing,NA
aria,StandardOrth,NA,NA,Italian,air,Person/Thing,NA
air,StandardOrth,NA,NA,French,air,Person/Thing,NA
aire,StandardOrth,NA,NA,Catalan,air,Person/Thing,NA
ar,StandardOrth,NA,NA,Portuguese,air,Person/Thing,NA
aer,StandardOrth,NA,NA,Romanian,air,Person/Thing,NA
vazduh,StandardOrth,NA,NA,Romanian,air,Person/Thing,NA
luft,StandardOrth,NA,NA,Danish,air,Person/Thing,NA
luft,StandardOrth,NA,NA,Swedish,air,Person/Thing,NA
air,StandardOrth,NA,NA,English,air,Person/Thing,NA
lucht,StandardOrth,NA,NA,Dutch,air,Person/Thing,NA
Luft,StandardOrth,NA,Original (M. R. Key),German,air,Person/Thing,FALSE
powietrze,StandardOrth,NA,NA,Polish,air,Person/Thing,NA
æртæх,CyrillTrans,NA,NA,Ossetic,dew,Person/Thing,NA
rugiada,StandardOrth,NA,NA,Italian,dew,Person/Thing,NA
rosée,StandardOrth,NA,NA,French,dew,Person/Thing,NA
rosada,StandardOrth,NA,NA,Catalan,dew,Person/Thing,NA
orvalho,StandardOrth,NA,NA,Portuguese,dew,Person/Thing,NA
dug,StandardOrth,NA,NA,Danish,dew,Person/Thing,NA
dagg,StandardOrth,NA,NA,Swedish,dew,Person/Thing,NA
dew,StandardOrth,NA,NA,English,dew,Person/Thing,NA
dauw,StandardOrth,NA,NA,Dutch,dew,Person/Thing,NA
Tau,StandardOrth,NA,Original (M. R. Key),German,dew,Person/Thing,FALSE
rosa,StandardOrth,NA,NA,Polish,dew,Person/Thing,NA
аууон,CyrillTrans,NA,NA,Ossetic,"shade, shadow",Person/Thing,NA
